virtualMachineName,PrivateipAddress,PublicIPAddress,virtualMachineSize,ImageType,ImageName,adminUsername,virtualMachineResourceGroup,location,OSdiskSizeGB,OsdiskType,isdatadisk,datadisk,virtualNetworkName,isavset,availabilitySetName,availabilitySetPlatformFaultDomainCount,availabilitySetPlatformUpdateDomainCount,diagnosticsStorageAccountName,TemplateName
USE2PRMCTST9001,10.0.1.5,no,Standard_D2s_v3,USE2-HOST02-WIN2016-PRAM,USE2-HOST02-CENTOS74-PTP-MI,vmadmin,Smart-Deploy,eastus2,250,Standard,yes,"[{""Name"":""USE2MICMIE9601-DATA-SSD-001"",""sizeinGB"":""2048"",""StorageAccountType"":""StandardSSD_LRS""}]",US-HOST02-USE2-DEV-VN001,no,NA,NA,NA,use2midevdiagstrg001,VMBulkDeploy.json
